iter	MultiClassOneVsAll
2886	0.115737426
2887	0.1157136927
2888	0.1156888585
2889	0.1156619254
2890	0.1156381167
2891	0.1156114206
2892	0.1155806874
2893	0.1155524761
2894	0.1155264483
2895	0.1154987054
2896	0.1154669664
2897	0.1154410068
2898	0.1154096374
2899	0.1153814575
2900	0.1153552251
2901	0.1153264226
2902	0.1152976759
2903	0.1152720546
2904	0.1152411918
2905	0.1152176345
2906	0.1151950295
2907	0.1151692871
2908	0.1151457521
2909	0.1151194908
2910	0.1150936056
2911	0.1150649493
2912	0.1150378631
2913	0.1150084224
2914	0.1149781231
2915	0.1149500196
2916	0.1149249805
2917	0.1148971344
2918	0.1148717195
2919	0.1148447134
2920	0.1148166447
2921	0.1147883359
2922	0.1147598851
2923	0.1147326424
2924	0.114706027
2925	0.114679639
2926	0.1146532923
2927	0.1146273547
2928	0.1146022776
2929	0.1145718088
2930	0.1145456219
2931	0.1145177048
2932	0.114493204
2933	0.1144664129
2934	0.1144423501
2935	0.11441658
2936	0.1143898887
2937	0.1143604832
2938	0.1143366648
2939	0.1143094625
2940	0.1142863762
2941	0.1142591901
2942	0.1142342881
2943	0.1142114549
2944	0.1141869888
2945	0.1141623875
2946	0.1141368826
2947	0.1141095328
2948	0.1140835044
2949	0.1140561785
2950	0.1140323219
2951	0.1140037267
2952	0.1139772475
2953	0.113950851
2954	0.1139257763
2955	0.1138987609
2956	0.113872303
2957	0.1138458579
2958	0.1138219851
2959	0.1137958935
2960	0.1137685994
2961	0.1137414933
2962	0.1137177087
2963	0.1136912398
2964	0.1136659632
2965	0.1136401072
2966	0.1136187931
2967	0.1135935556
2968	0.1135701443
2969	0.1135433897
2970	0.1135174527
2971	0.1134941237
2972	0.1134703852
2973	0.1134406303
2974	0.1134132739
2975	0.113385177
2976	0.113359389
2977	0.1133331527
2978	0.1133069439
2979	0.1132787522
2980	0.1132530668
2981	0.113226832
2982	0.1132018035
2983	0.1131752334
2984	0.113151909
2985	0.1131268485
2986	0.1131046086
2987	0.1130785282
2988	0.1130535998
2989	0.1130294445
2990	0.1130038035
2991	0.1129776283
2992	0.1129523578
2993	0.1129235325
2994	0.1128963163
2995	0.1128702594
2996	0.112842627
2997	0.1128170133
2998	0.1127898655
2999	0.1127648059
3000	0.112741614
3001	0.1127160332
3002	0.1126905822
3003	0.1126630633
3004	0.112638339
3005	0.1126135426
3006	0.1125847613
3007	0.1125584558
3008	0.1125335512
3009	0.1125081467
3010	0.1124824424
3011	0.1124580527
3012	0.1124320397
3013	0.112408543
3014	0.1123859854
3015	0.1123604956
3016	0.112336401
3017	0.112312594
3018	0.1122926305
3019	0.112264749
3020	0.1122399519
3021	0.1122140946
3022	0.1121879112
3023	0.1121610759
3024	0.112137897
3025	0.1121116928
3026	0.1120868453
3027	0.1120618463
3028	0.1120372802
3029	0.1120108185
3030	0.111985712
3031	0.1119632105
3032	0.1119414291
3033	0.1119164649
3034	0.1118937531
3035	0.1118708265
3036	0.1118519434
3037	0.1118242306
3038	0.1117999508
3039	0.1117753156
3040	0.1117533423
3041	0.1117333945
3042	0.1117089167
3043	0.1116853102
3044	0.1116614057
3045	0.11163992
3046	0.1116163934
3047	0.1115920964
3048	0.1115696175
3049	0.1115477296
3050	0.1115266323
3051	0.1114998406
3052	0.1114742141
3053	0.1114510263
3054	0.1114262995
3055	0.1114040087
3056	0.1113802257
3057	0.111355479
3058	0.1113320015
3059	0.1113068892
3060	0.1112834898
3061	0.1112605912
3062	0.1112379225
3063	0.1112122891
3064	0.1111888792
3065	0.1111652876
3066	0.1111408448
3067	0.1111150905
3068	0.1110923601
3069	0.1110707981
3070	0.111046739
3071	0.1110246221
3072	0.1110009583
3073	0.1109797237
3074	0.1109566827
3075	0.1109340926
3076	0.1109106514
3077	0.1108909758
3078	0.1108667841
3079	0.110842649
3080	0.1108208944
3081	0.1107972098
3082	0.1107736263
3083	0.1107515097
3084	0.1107281979
3085	0.1107049197
3086	0.1106825159
3087	0.1106585144
3088	0.1106351693
3089	0.1106114261
3090	0.1105885742
3091	0.1105646948
3092	0.110543418
3093	0.1105216057
3094	0.1104970509
3095	0.1104708504
3096	0.1104471982
3097	0.1104250983
3098	0.1104012118
3099	0.1103805492
3100	0.1103573773
3101	0.1103366933
3102	0.1103147015
3103	0.1102905685
3104	0.1102673358
3105	0.1102419148
3106	0.1102200942
3107	0.1101958846
3108	0.1101720729
3109	0.1101512953
3110	0.1101268501
3111	0.1101041814
3112	0.1100812288
3113	0.1100617299
3114	0.1100389544
3115	0.1100170519
3116	0.1099947275
3117	0.1099716175
3118	0.109948381
3119	0.1099295411
3120	0.10990828
3121	0.1098880396
3122	0.1098663816
3123	0.1098434895
3124	0.1098214416
3125	0.1097990017
3126	0.1097768742
3127	0.1097538746
3128	0.1097304153
3129	0.1097092946
3130	0.1096866332
3131	0.1096652769
3132	0.1096426482
3133	0.1096210793
3134	0.1095998082
3135	0.1095771641
3136	0.1095516967
3137	0.1095294169
3138	0.109509866
3139	0.109486087
3140	0.109465146
3141	0.1094430089
3142	0.1094206066
3143	0.1093965164
3144	0.109374891
3145	0.1093527913
3146	0.1093304354
3147	0.1093096938
3148	0.1092878792
3149	0.1092655018
3150	0.1092454323
3151	0.1092236334
3152	0.1092030618
3153	0.1091830189
3154	0.1091638535
3155	0.1091410957
3156	0.1091195227
3157	0.109099254
3158	0.1090766911
3159	0.1090518743
3160	0.1090279623
3161	0.1090052755
3162	0.1089827161
3163	0.1089600397
3164	0.1089373198
3165	0.1089124478
3166	0.1088916455
3167	0.1088667409
3168	0.1088466761
3169	0.1088260397
3170	0.1088037469
3171	0.1087840395
3172	0.1087606069
3173	0.1087390827
3174	0.1087164609
3175	0.1086977081
3176	0.1086752362
3177	0.1086549646
3178	0.1086301411
3179	0.1086078227
3180	0.1085862384
3181	0.1085655247
3182	0.1085441337
3183	0.1085248437
3184	0.108507819
3185	0.1084886844
3186	0.1084690696
3187	0.1084484648
3188	0.1084269216
3189	0.108405084
3190	0.1083841645
3191	0.1083663049
3192	0.1083485127
3193	0.1083278323
3194	0.108309715
3195	0.1082903778
3196	0.1082694507
3197	0.1082478482
3198	0.1082259359
3199	0.1082046991
3200	0.108187719
3201	0.1081660484
3202	0.1081441684
3203	0.108123143
3204	0.1081011619
3205	0.1080828523
3206	0.1080631137
3207	0.1080453277
3208	0.1080256982
3209	0.1080047791
3210	0.1079859785
3211	0.10796558
3212	0.1079404492
3213	0.1079171693
3214	0.1078986751
3215	0.107879547
3216	0.1078620442
3217	0.1078441806
3218	0.1078247399
3219	0.1078029807
3220	0.1077830032
3221	0.1077664088
3222	0.1077432836
3223	0.1077237659
3224	0.1077027442
3225	0.1076818949
3226	0.1076599486
3227	0.1076400014
3228	0.1076191378
3229	0.1075963975
3230	0.1075786947
3231	0.1075554576
3232	0.107534466
3233	0.1075123148
3234	0.1074889577
3235	0.107471527
3236	0.1074508138
3237	0.1074286527
3238	0.1074103318
3239	0.1073889097
3240	0.1073658891
3241	0.1073459287
3242	0.107325115
3243	0.107303655
3244	0.1072802741
3245	0.1072625497
3246	0.1072422732
3247	0.1072231173
3248	0.1072041036
3249	0.1071840363
3250	0.1071668797
3251	0.1071461347
3252	0.1071266385
3253	0.1071064802
3254	0.107089159
3255	0.10706576
3256	0.1070464403
3257	0.1070235042
3258	0.107006632
3259	0.1069864452
3260	0.1069712355
3261	0.106951179
3262	0.1069336453
3263	0.1069145162
3264	0.1068944635
3265	0.1068737575
3266	0.1068526784
3267	0.106831532
3268	0.1068109406
3269	0.106793149
3270	0.1067728663
3271	0.1067535428
3272	0.1067338106
3273	0.1067161722
3274	0.1066989096
3275	0.1066817933
3276	0.1066604578
3277	0.1066442733
3278	0.1066243666
3279	0.106605874
3280	0.1065886603
3281	0.1065682231
3282	0.1065470786
3283	0.1065309786
3284	0.1065131816
3285	0.1064957513
3286	0.1064758882
3287	0.1064554117
3288	0.1064368065
3289	0.1064171426
3290	0.106396417
3291	0.1063804642
3292	0.1063575323
3293	0.1063369152
3294	0.1063141619
3295	0.106292296
3296	0.1062726538
3297	0.106251422
3298	0.1062317283
3299	0.1062134623
3300	0.1061952315
3301	0.1061786914
3302	0.1061595967
3303	0.1061409922
3304	0.106121846
3305	0.1061013163
3306	0.1060814064
3307	0.1060615828
3308	0.1060424019
3309	0.1060237826
3310	0.1060022577
3311	0.1059854086
3312	0.1059670492
3313	0.1059481805
3314	0.1059271576
3315	0.1059049087
3316	0.1058854892
3317	0.1058666535
3318	0.1058470493
3319	0.1058282639
3320	0.1058106274
3321	0.1057906189
3322	0.1057743684
3323	0.1057564176
3324	0.1057379492
3325	0.1057166635
3326	0.1056986039
3327	0.1056799531
3328	0.1056625875
3329	0.1056427531
3330	0.1056231813
3331	0.1056051284
3332	0.1055840797
3333	0.105564831
3334	0.1055458628
3335	0.1055277968
3336	0.1055083138
3337	0.1054898716
3338	0.1054708329
3339	0.1054526052
3340	0.1054341601
3341	0.1054159491
3342	0.1053976428
3343	0.1053794138
3344	0.1053584458
3345	0.1053392528
3346	0.105321937
3347	0.1053040896
3348	0.1052848813
3349	0.1052691868
3350	0.1052521148
3351	0.1052342582
3352	0.1052148453
3353	0.1051960882
3354	0.1051792474
3355	0.1051633061
3356	0.1051434817
3357	0.1051255834
3358	0.1051051108
3359	0.105086017
3360	0.105068968
3361	0.1050481843
3362	0.1050297233
3363	0.1050106593
3364	0.104996353
3365	0.1049779875
3366	0.1049601578
3367	0.1049419421
3368	0.1049238471
3369	0.1049058656
3370	0.1048862635
3371	0.1048674518
3372	0.1048482807
3373	0.1048318166
3374	0.1048133311
3375	0.1047927321
3376	0.1047760277
3377	0.1047582808
3378	0.1047395557
3379	0.1047205539
3380	0.1047032601
3381	0.1046850641
3382	0.1046677063
3383	0.1046511246
3384	0.1046325305
3385	0.1046133106
3386	0.1045950143
3387	0.1045767985
3388	0.1045603767
3389	0.1045443074
3390	0.1045266488
3391	0.1045078565
3392	0.104492463
3393	0.1044748117
3394	0.1044586498
3395	0.1044390711
3396	0.104421079
3397	0.1044059161
3398	0.1043899688
3399	0.1043763774
3400	0.1043570364
3401	0.1043379865
3402	0.1043224066
3403	0.1043071193
3404	0.1042908557
3405	0.1042736841
3406	0.1042567313
3407	0.1042398044
3408	0.1042250847
3409	0.1042104213
3410	0.1041930899
3411	0.1041748337
3412	0.1041595701
3413	0.1041410262
3414	0.1041228442
3415	0.1041058002
3416	0.1040885985
3417	0.1040702421
3418	0.1040521901
3419	0.1040339998
3420	0.1040164538
3421	0.1039987748
3422	0.1039808004
3423	0.1039627495
3424	0.1039448025
3425	0.1039272406
3426	0.103910756
3427	0.1038976335
3428	0.1038820027
3429	0.1038660931
3430	0.1038528497
3431	0.1038365781
3432	0.1038197278
3433	0.1038046638
3434	0.1037856138
3435	0.1037674076
3436	0.1037506439
3437	0.1037342778
3438	0.1037167027
3439	0.1036993853
3440	0.1036805214
3441	0.1036627683
3442	0.1036492082
3443	0.1036304046
3444	0.1036135684
3445	0.1035934439
3446	0.1035775953
3447	0.1035591873
3448	0.1035401088
3449	0.1035222721
3450	0.1035056319
3451	0.1034875946
3452	0.103468103
3453	0.103452699
3454	0.1034374086
3455	0.1034244631
3456	0.1034077534
3457	0.1033944291
3458	0.103377678
3459	0.1033611913
3460	0.1033439131
3461	0.103326418
3462	0.1033102117
3463	0.1032921854
3464	0.1032741009
3465	0.1032574252
3466	0.1032377102
3467	0.1032226858
3468	0.1032030705
3469	0.1031871992
3470	0.103174222
3471	0.1031573672
3472	0.1031388905
3473	0.1031186286
3474	0.1030994081
3475	0.1030830265
3476	0.1030682117
3477	0.1030522626
3478	0.1030328816
3479	0.1030170573
3480	0.1030020436
3481	0.1029857241
3482	0.1029687502
3483	0.1029527257
3484	0.1029384487
3485	0.102922288
3486	0.1029030103
3487	0.1028887094
3488	0.1028758522
3489	0.1028641611
3490	0.1028515725
3491	0.1028361877
3492	0.1028217243
3493	0.1028064097
3494	0.102789781
3495	0.1027740146
3496	0.1027584481
3497	0.1027417892
3498	0.1027257491
3499	0.1027092712
3500	0.1026929766
3501	0.1026763729
3502	0.1026593936
3503	0.1026433279
3504	0.1026297531
3505	0.102613793
3506	0.1025974901
3507	0.1025819779
3508	0.1025651554
3509	0.1025498475
3510	0.1025339634
3511	0.1025162135
3512	0.1025015745
3513	0.1024835907
3514	0.1024679153
3515	0.1024509284
3516	0.102435826
3517	0.1024221091
3518	0.1024068031
3519	0.1023914749
3520	0.1023792098
3521	0.1023650684
3522	0.1023461476
3523	0.1023302738
3524	0.1023141305
3525	0.1023002379
3526	0.1022851401
3527	0.1022699741
3528	0.1022548793
3529	0.1022404465
3530	0.1022269453
3531	0.1022114468
3532	0.1021941457
3533	0.1021777056
3534	0.1021638254
3535	0.1021490762
3536	0.1021335369
3537	0.1021190937
3538	0.1021030357
3539	0.1020866746
3540	0.1020743349
3541	0.1020588375
3542	0.1020425727
3543	0.1020273724
3544	0.1020138271
3545	0.1019967504
3546	0.1019787916
3547	0.1019629896
3548	0.1019469395
3549	0.1019315029
3550	0.1019130129
3551	0.1018984016
3552	0.1018821496
3553	0.1018656906
3554	0.1018506254
3555	0.1018347185
3556	0.1018187274
3557	0.1018034526
3558	0.1017887044
3559	0.101773385
3560	0.1017548739
3561	0.1017401484
3562	0.1017248032
3563	0.101711015
3564	0.1016981157
3565	0.1016826821
3566	0.1016671628
3567	0.1016524226
3568	0.10163792
3569	0.1016224784
3570	0.1016069598
3571	0.1015911002
3572	0.1015755806
3573	0.101561888
3574	0.1015462966
3575	0.1015292224
3576	0.1015134868
3577	0.101499032
3578	0.1014847921
3579	0.1014696044
3580	0.1014535328
3581	0.1014394805
3582	0.1014263831
3583	0.1014099054
3584	0.1013958674
3585	0.1013814662
3586	0.1013637167
3587	0.1013487925
3588	0.1013329146
3589	0.101317344
3590	0.1013019693
3591	0.1012839416
3592	0.1012690141
3593	0.1012569084
3594	0.1012434831
3595	0.1012296906
3596	0.1012155214
3597	0.1012006989
3598	0.1011866695
3599	0.1011694199
3600	0.1011552027
3601	0.1011397558
3602	0.10112746
3603	0.1011109754
3604	0.1010962741
3605	0.1010800044
3606	0.1010649787
3607	0.1010501008
3608	0.1010361658
3609	0.1010216293
3610	0.1010074788
3611	0.1009941985
3612	0.1009778336
3613	0.1009621608
3614	0.100946472
3615	0.1009285649
3616	0.1009114661
3617	0.1008975044
3618	0.1008824051
3619	0.1008657711
3620	0.1008501403
3621	0.1008350627
3622	0.1008225718
3623	0.100810859
3624	0.1007981264
3625	0.1007817805
3626	0.1007672852
3627	0.1007527515
3628	0.1007387367
3629	0.1007232167
3630	0.1007071839
3631	0.1006918806
3632	0.1006787605
3633	0.1006648623
3634	0.1006473626
3635	0.1006368678
3636	0.1006223445
3637	0.1006090812
3638	0.1005951512
3639	0.1005799985
3640	0.1005659117
3641	0.1005511106
3642	0.1005368442
3643	0.1005220841
3644	0.1005066503
3645	0.1004920859
3646	0.1004768647
3647	0.1004635111
3648	0.1004507062
3649	0.1004371751
3650	0.1004211457
3651	0.1004070679
3652	0.1003921457
3653	0.1003789043
3654	0.1003659272
3655	0.1003524132
3656	0.100341093
3657	0.1003309097
3658	0.1003176069
3659	0.1003035817
3660	0.1002897843
3661	0.1002738339
3662	0.1002613087
3663	0.1002487144
3664	0.1002340492
3665	0.1002230548
3666	0.1002105545
3667	0.1001961256
3668	0.100179777
3669	0.1001646449
3670	0.1001495635
3671	0.1001352504
3672	0.1001240323
3673	0.1001128455
3674	0.1000987796
3675	0.1000849421
3676	0.1000715668
3677	0.1000598792
3678	0.1000464182
3679	0.100036583
3680	0.1000242745
3681	0.1000103382
3682	0.09999529079
3683	0.09998267827
3684	0.09996899095
3685	0.0999533929
3686	0.09993908361
3687	0.09992476743
3688	0.09991036582
3689	0.09989391594
3690	0.0998804256
3691	0.0998669444
3692	0.09985493906
3693	0.09984072011
3694	0.09982764306
3695	0.09981367018
3696	0.09980062889
3697	0.09978693028
3698	0.09977472342
3699	0.09976186952
3700	0.09975018217
3701	0.0997352323
3702	0.09971910976
3703	0.09970498755
3704	0.09969154118
3705	0.09967762574
3706	0.09966072096
3707	0.09965110827
3708	0.09963927345
3709	0.0996250028
3710	0.09960821131
3711	0.09959634689
3712	0.09958223293
3713	0.09957107866
3714	0.09955702303
3715	0.09954507663
3716	0.09952840466
3717	0.09951528522
3718	0.09950199535
3719	0.09948850504
3720	0.099475309
3721	0.09946013562
3722	0.09944764261
3723	0.0994319482
3724	0.09941613638
3725	0.0994019067
3726	0.09938692974
3727	0.09937416185
3728	0.0993603129
3729	0.09934806554
3730	0.0993352182
3731	0.09932211908
3732	0.09930964942
3733	0.09929722462
3734	0.09928284315
3735	0.09926960256
3736	0.09925896184
3737	0.0992460049
3738	0.09923353092
3739	0.09922072638
3740	0.09920788422
3741	0.09919524648
3742	0.09918269349
3743	0.09916672503
3744	0.09915340586
3745	0.09914045485
3746	0.09912877595
3747	0.09911683834
3748	0.09910414564
3749	0.09908948044
3750	0.09907874476
3751	0.09906781263
3752	0.09905565144
3753	0.09904311682
3754	0.0990307487
3755	0.09901766774
3756	0.09900347175
3757	0.09899061744
3758	0.09897642184
3759	0.09896415728
3760	0.09895119821
3761	0.09893932329
3762	0.09892908465
3763	0.09891796229
3764	0.09890438159
3765	0.09889217085
3766	0.098878928
3767	0.09886553684
3768	0.09885317221
3769	0.09884067065
3770	0.09882533811
3771	0.0988126204
3772	0.09880242338
3773	0.09878961979
3774	0.09877603663
3775	0.09876418875
3776	0.09875324894
3777	0.09873851371
3778	0.09872547764
3779	0.09871018322
3780	0.09869714714
3781	0.09868292758
3782	0.09867022088
3783	0.09865801168
3784	0.09864493784
3785	0.09863230149
3786	0.09862029094
3787	0.09860775875
3788	0.09859615699
3789	0.09858608765
3790	0.09857532617
3791	0.09856292613
3792	0.09855121067
3793	0.0985381705
3794	0.09852447786
3795	0.09851136298
3796	0.09849678255
3797	0.09848592665
3798	0.09847253809
3799	0.09846395716
3800	0.09845068399
3801	0.09843872428
3802	0.09842674284
3803	0.09841373009
3804	0.09840281361
3805	0.09839008257
3806	0.09837731484
3807	0.09836533292
3808	0.09835309121
3809	0.09834277613
3810	0.09833164897
3811	0.09832064565
3812	0.09830831574
3813	0.09829676853
3814	0.09828534933
3815	0.09827187014
3816	0.09825945931
3817	0.09824618348
3818	0.09823379409
3819	0.09822187885
3820	0.09820922201
3821	0.09819572744
3822	0.0981831362
3823	0.09817032655
3824	0.09815591178
3825	0.09814471062
3826	0.09812929026
3827	0.09811780688
3828	0.09810660775
3829	0.09809448666
3830	0.09808225431
3831	0.09807003492
3832	0.09805902684
3833	0.09804571601
3834	0.09803380139
3835	0.09802175924
3836	0.09801028941
3837	0.09799957128
3838	0.09798881332
3839	0.09797651485
3840	0.09796546562
3841	0.09795492295
3842	0.09794204113
3843	0.0979302983
3844	0.09791902186
3845	0.09790528434
3846	0.09789410391
3847	0.0978792678
3848	0.0978667766
3849	0.0978541338
3850	0.09784212829
3851	0.0978299935
3852	0.09781701875
3853	0.09780244007
3854	0.09778996914
3855	0.09777764587
3856	0.09776709892
3857	0.097755115
3858	0.09774297289
3859	0.09772961263
3860	0.09771771233
3861	0.09770356721
3862	0.09769375597
3863	0.09768320598
3864	0.0976708192
3865	0.09765831242
3866	0.09764645237
3867	0.09763270349
3868	0.09762020565
3869	0.09760887526
3870	0.09759698696
3871	0.09758517636
3872	0.09757429767
3873	0.09756284027
3874	0.09755179905
3875	0.09753970451
3876	0.09752845608
3877	0.09751487932
3878	0.09750223834
3879	0.09748932082
3880	0.09747846035
3881	0.09746682318
3882	0.09745538001
3883	0.09744326496
3884	0.0974308626
3885	0.09742003941
3886	0.09740759173
3887	0.0973963635
3888	0.09738473048
3889	0.09737529415
3890	0.09736335444
3891	0.09735192687
3892	0.09734278721
3893	0.09733038856
3894	0.09732259186
3895	0.09731033731
3896	0.0972980532
3897	0.09728914635
3898	0.09727571047
3899	0.09726366573
3900	0.09725031102
3901	0.09723829102
3902	0.0972265079
3903	0.09721543149
3904	0.09720137258
3905	0.09718909045
3906	0.09717705475
3907	0.09716491455
3908	0.09715429892
3909	0.09714278821
3910	0.09713256718
3911	0.09712056367
3912	0.09710919243
3913	0.09709574819
3914	0.09708370121
3915	0.09707416109
3916	0.09706352482
3917	0.09705398812
3918	0.09704333875
3919	0.0970297738
3920	0.09701864158
3921	0.09700503349
3922	0.09699414862
3923	0.0969811655
3924	0.09697023183
3925	0.09695809632
3926	0.09694523011
3927	0.096932529
3928	0.09691967564
3929	0.09691214193
3930	0.09690134698
3931	0.09689062141
3932	0.09687922158
3933	0.09686794981
3934	0.09685828027
3935	0.09684665413
3936	0.09683511618
3937	0.09682480055
3938	0.09681483437
3939	0.09680321796
3940	0.09679262888
3941	0.09678314617
3942	0.09677012923
3943	0.09675895705
3944	0.0967475578
3945	0.09673577301
3946	0.09672424389
3947	0.09671256762
3948	0.09670381586
3949	0.09669157775
3950	0.09668136446
3951	0.09667005556
3952	0.09665863929
3953	0.09664762565
3954	0.09663642737
3955	0.09662455837
3956	0.09661439348
3957	0.09660674089
3958	0.0965950711
3959	0.09658408344
3960	0.09657318857
3961	0.09656294957
3962	0.09655186373
3963	0.09654190226
3964	0.09653160766
3965	0.09651838185
3966	0.09650829435
3967	0.09649741618
3968	0.09648613037
3969	0.09647688641
3970	0.09646350239
3971	0.09645304397
3972	0.0964410559
3973	0.09643285744
3974	0.09642243926
3975	0.09641190686
3976	0.09640189456
3977	0.09639016359
3978	0.09637955288
3979	0.09636888516
3980	0.09635682076
3981	0.09634837095
3982	0.09633664706
3983	0.09632556478
3984	0.09631354168
3985	0.09630501931
3986	0.09629529372
3987	0.09628588978
3988	0.0962764319
3989	0.09626708584
3990	0.09625803543
3991	0.09624759312
3992	0.09623741192
3993	0.09622632712
3994	0.0962179391
3995	0.09621111376
3996	0.09620053364
3997	0.09619131765
3998	0.09618071826
3999	0.09616972928
4000	0.09616009679
4001	0.09615027958
4002	0.09613920981
4003	0.09612658998
4004	0.09611868722
4005	0.09610780115
4006	0.09609668033
4007	0.09608551312
4008	0.09607558975
4009	0.09606548999
4010	0.09605697257
4011	0.09604829677
4012	0.09603801256
4013	0.09602826755
4014	0.09601660301
4015	0.09600675239
4016	0.09599476792
4017	0.09598387378
4018	0.09597238126
4019	0.09596224964
4020	0.0959503184
4021	0.09593885201
4022	0.09592708959
4023	0.09591775532
4024	0.09590662412
4025	0.09589940517
4026	0.09588964476
4027	0.09587879099
4028	0.09586539656
4029	0.09585787563
4030	0.0958487789
4031	0.09583742155
4032	0.09582868571
4033	0.09582054203
4034	0.09581140054
4035	0.09579855378
4036	0.09579031703
4037	0.0957802847
4038	0.09577044857
4039	0.09576002032
4040	0.09574846132
4041	0.09573809321
4042	0.09572553653
4043	0.09571555365
4044	0.09570716937
4045	0.09569513841
4046	0.09568494925
4047	0.09567368522
4048	0.09566289704
4049	0.09565336466
4050	0.09564318966
4051	0.09563478792
4052	0.09562255252
4053	0.0956110914
4054	0.09560160181
4055	0.09559306615
4056	0.09558065244
4057	0.09557157906
4058	0.09556128267
4059	0.09555030942
4060	0.09554128977
4061	0.0955335673
4062	0.09552281272
4063	0.09551423443
4064	0.09550435723
4065	0.0954939296
4066	0.09548257873
4067	0.0954730243
4068	0.09546329948
4069	0.09545399902
4070	0.09544480542
4071	0.09543639187
4072	0.09542395256
4073	0.09541310005
4074	0.0954045101
4075	0.09539649896
4076	0.09538556234
4077	0.09537814646
4078	0.0953685831
4079	0.09535764006
4080	0.09534721735
4081	0.0953367983
4082	0.09533020088
4083	0.0953188954
4084	0.09530956627
4085	0.09529948585
4086	0.09529015612
4087	0.09528005108
4088	0.09527012944
4089	0.09526104533
4090	0.095251367
4091	0.09524339455
4092	0.09523284636
4093	0.09522238867
4094	0.0952108067
4095	0.09520138528
4096	0.09519102927
4097	0.09518188489
4098	0.09517344669
4099	0.09516377697
4100	0.09515308007
4101	0.09514497678
4102	0.09513652305
4103	0.09512692025
4104	0.09511510328
4105	0.09510604058
4106	0.09509679299
4107	0.09508632966
4108	0.09507780675
4109	0.09506801916
4110	0.09505939814
4111	0.09504950063
4112	0.09504030212
4113	0.09502969074
4114	0.09502041536
4115	0.095011405
4116	0.09499988737
4117	0.09499099749
4118	0.09498172645
4119	0.09497276634
4120	0.0949617424
4121	0.09494958963
4122	0.09494081485
4123	0.09492829401
4124	0.0949184164
4125	0.09490662651
4126	0.09489842735
4127	0.09488778408
4128	0.09487933196
4129	0.09486981218
4130	0.09485808934
4131	0.09484822378
4132	0.09484037234
4133	0.09483214437
4134	0.09482301525
4135	0.09481530782
4136	0.09480581075
4137	0.09479819706
4138	0.09478720356
4139	0.09477971256
4140	0.09477016445
4141	0.09476009109
4142	0.09474810964
4143	0.09473896893
4144	0.09473081662
4145	0.09472021624
4146	0.09471088635
4147	0.09470020466
4148	0.09469100484
4149	0.09468199981
4150	0.09467171021
4151	0.09466148682
4152	0.09465291763
4153	0.09464354914
4154	0.09463355452
4155	0.09462269462
4156	0.09461422149
4157	0.09460748179
4158	0.09459889971
4159	0.09459214637
4160	0.09458326218
4161	0.09457303679
4162	0.09456361263
4163	0.09455214879
4164	0.09454212189
4165	0.09453353779
4166	0.09452458196
4167	0.09451502641
4168	0.09450716281
4169	0.0944979258
4170	0.09448862031
4171	0.09447990632
4172	0.09447051002
4173	0.09446107873
4174	0.0944519258
4175	0.09444258676
4176	0.09443445585
4177	0.09442308904
4178	0.09441340362
4179	0.09440607226
4180	0.09439663751
4181	0.09438722864
4182	0.09437831059
4183	0.09436863458
4184	0.09436014705
4185	0.09435062603
4186	0.09434205972
4187	0.09433240073
4188	0.09432374868
4189	0.09431308048
4190	0.09430511903
4191	0.09429659732
4192	0.09428916552
4193	0.09427776727
4194	0.09426904355
4195	0.09425790254
4196	0.09425085616
4197	0.09424162699
4198	0.09423205528
4199	0.09422327961
4200	0.09421597403
4201	0.09420586507
4202	0.09419537723
4203	0.0941873494
4204	0.09417759192
4205	0.09416703285
4206	0.09415674261
4207	0.09414722339
4208	0.09414056404
4209	0.09413205776
4210	0.0941241944
4211	0.09411663736
4212	0.09410764397
4213	0.09409911227
4214	0.09408838152
4215	0.09407933416
4216	0.09407149425
4217	0.09406423791
4218	0.09405368787
4219	0.09404616386
4220	0.09403486997
4221	0.09402822262
4222	0.09401919186
4223	0.0940095175
4224	0.09400178517
4225	0.09399303044
4226	0.09398491008
4227	0.09397577464
4228	0.09396654356
4229	0.09395767651
4230	0.09395093087
4231	0.09394260226
4232	0.09393368777
4233	0.09392549327
4234	0.09391695511
4235	0.09390788866
4236	0.0939003302
4237	0.09389141342
4238	0.09388291962
4239	0.09387431192
4240	0.09386754858
4241	0.0938608592
4242	0.09385300426
4243	0.09384416479
4244	0.09383645309
4245	0.09382793012
4246	0.09381863127
4247	0.09380945638
4248	0.09380182148
4249	0.09379422256
4250	0.0937848754
4251	0.09377781516
4252	0.09376745029
4253	0.09375653238
4254	0.0937469798
4255	0.09373995883
4256	0.09373020675
4257	0.09372384439
4258	0.09371674995
4259	0.09370839582
4260	0.09370028493
4261	0.093690095
4262	0.09368289018
4263	0.09367302253
4264	0.0936646267
4265	0.09365637974
4266	0.0936488886
4267	0.09364059005
4268	0.09363210569
4269	0.09362469423
4270	0.09361534
4271	0.09360521029
4272	0.09359908636
4273	0.09358862513
4274	0.09357945908
4275	0.09357216841
4276	0.09356296008
4277	0.09355491755
4278	0.09354609036
4279	0.09353764986
4280	0.09352762076
4281	0.09352128096
4282	0.09351264359
4283	0.0935046446
4284	0.0934965643
4285	0.09348836147
4286	0.093480567
4287	0.09347346343
4288	0.09346426642
4289	0.09345573347
4290	0.09344712174
4291	0.09343850565
4292	0.09342925488
