iter	Passed	Remaining
3174	13995	52126
3175	13999	52119
3176	14005	52121
3177	14009	52115
3178	14013	52108
3179	14019	52108
3180	14023	52104
3181	14027	52099
3182	14031	52092
3183	14038	52096
3184	14042	52090
3185	14046	52084
3186	14049	52077
3187	14055	52077
3188	14059	52071
3189	14063	52064
3190	14067	52059
3191	14071	52054
3192	14075	52048
3193	14079	52041
3194	14083	52035
3195	14088	52034
3196	14092	52027
3197	14096	52020
3198	14100	52014
3199	14104	52010
3200	14108	52003
3201	14112	51997
3202	14116	51991
3203	14122	51992
3204	14126	51986
3205	14129	51979
3206	14134	51977
3207	14143	51988
3208	14147	51981
3209	14153	51983
3210	14156	51976
3211	14160	51969
3212	14165	51965
3213	14173	51974
3214	14178	51973
3215	14184	51975
3216	14188	51969
3217	14192	51962
3218	14196	51955
3219	14201	51954
3220	14205	51949
3221	14209	51942
3222	14213	51938
3223	14223	51953
3224	14229	51953
3225	14235	51957
3226	14239	51950
3227	14243	51944
3228	14247	51937
3229	14253	51940
3230	14257	51933
3231	14261	51927
3232	14268	51933
3233	14272	51927
3234	14276	51920
3235	14280	51914
3236	14286	51915
3237	14290	51909
3238	14294	51902
3239	14299	51903
3240	14304	51898
3241	14307	51891
3242	14311	51884
3243	14318	51888
3244	14322	51882
3245	14326	51877
3246	14331	51876
3247	14336	51872
3248	14340	51866
3249	14344	51860
3250	14349	51859
3251	14353	51853
3252	14357	51847
3253	14361	51841
3254	14366	51839
3255	14370	51833
3256	14374	51827
3257	14378	51820
3258	14382	51813
3259	14385	51806
3260	14389	51799
3261	14393	51792
3262	14397	51786
3263	14400	51779
3264	14404	51772
3265	14408	51766
3266	14412	51760
3267	14416	51754
3268	14420	51748
3269	14424	51741
3270	14427	51735
3271	14432	51729
3272	14435	51722
3273	14439	51716
3274	14443	51709
3275	14447	51702
3276	14450	51696
3277	14454	51689
3278	14458	51682
3279	14462	51675
3280	14465	51668
3281	14469	51662
3282	14473	51655
3283	14477	51649
3284	14481	51642
3285	14484	51635
3286	14488	51629
3287	14492	51623
3288	14496	51616
3289	14500	51610
3290	14504	51604
3291	14507	51597
3292	14511	51590
3293	14515	51584
3294	14519	51577
3295	14523	51570
3296	14526	51564
3297	14530	51557
3298	14534	51551
3299	14538	51545
3300	14542	51539
3301	14545	51531
3302	14549	51525
3303	14553	51518
3304	14557	51514
3305	14562	51509
3306	14566	51503
3307	14569	51496
3308	14573	51490
3309	14578	51487
3310	14582	51481
3311	14586	51474
3312	14589	51467
3313	14593	51461
3314	14597	51455
3315	14601	51448
3316	14605	51444
3317	14609	51438
3318	14613	51431
3319	14617	51425
3320	14621	51419
3321	14625	51413
3322	14629	51407
3323	14633	51400
3324	14636	51394
3325	14640	51387
3326	14645	51383
3327	14648	51377
3328	14652	51370
3329	14656	51365
3330	14661	51359
3331	14664	51353
3332	14668	51347
3333	14672	51341
3334	14677	51339
3335	14682	51335
3336	14686	51329
3337	14690	51324
3338	14697	51327
3339	14701	51321
3340	14704	51315
3341	14710	51315
3342	14715	51311
3343	14718	51305
3344	14729	51322
3345	14742	51346
3346	14753	51367
3347	14763	51382
3348	14775	51402
3349	14788	51427
3350	14799	51446
3351	14809	51461
3352	14818	51474
3353	14825	51477
3354	14833	51485
3355	14838	51482
3356	14842	51477
3357	14847	51476
3358	14851	51470
3359	14855	51462
3360	14858	51454
3361	14862	51447
3362	14866	51441
3363	14869	51432
3364	14872	51423
3365	14875	51413
3366	14879	51408
3367	14882	51399
3368	14885	51391
3369	14888	51382
3370	14891	51372
3371	14897	51371
3372	14900	51363
3373	14904	51355
3374	14907	51347
3375	14911	51342
3376	14915	51335
3377	14918	51327
3378	14921	51318
3379	14925	51311
3380	14930	51308
3381	14933	51300
3382	14936	51292
3383	14940	51283
3384	14943	51275
3385	14947	51269
3386	14950	51261
3387	14954	51253
3388	14957	51245
3389	14961	51238
3390	14965	51232
3391	14968	51225
3392	14972	51217
3393	14975	51209
3394	14980	51206
3395	14984	51199
3396	14987	51192
3397	14990	51184
3398	14995	51181
3399	14999	51173
3400	15002	51166
3401	15006	51159
3402	15011	51155
3403	15014	51149
3404	15018	51142
3405	15022	51134
3406	15027	51135
3407	15031	51128
3408	15035	51122
3409	15038	51114
3410	15044	51115
3411	15048	51109
3412	15052	51101
3413	15055	51094
3414	15062	51096
3415	15065	51090
3416	15069	51082
3417	15073	51075
3418	15079	51076
3419	15082	51070
3420	15086	51063
3421	15090	51058
3422	15095	51053
3423	15098	51047
3424	15102	51040
3425	15106	51033
3426	15112	51033
3427	15115	51026
3428	15119	51019
3429	15123	51012
3430	15127	51009
3431	15131	51002
3432	15135	50995
3433	15138	50988
3434	15144	50989
3435	15148	50982
3436	15152	50976
3437	15155	50969
3438	15161	50967
3439	15164	50960
3440	15168	50954
3441	15172	50947
3442	15177	50945
3443	15181	50938
3444	15184	50932
3445	15188	50926
3446	15194	50927
3447	15199	50922
3448	15202	50915
3449	15207	50910
3450	15212	50907
3451	15216	50902
3452	15219	50896
3453	15225	50895
3454	15229	50890
3455	15233	50883
3456	15237	50877
3457	15242	50875
3458	15246	50869
3459	15250	50863
3460	15253	50856
3461	15258	50851
3462	15262	50847
3463	15266	50842
3464	15270	50835
3465	15276	50838
3466	15280	50832
3467	15284	50826
3468	15288	50820
3469	15295	50822
3470	15298	50815
3471	15302	50809
3472	15308	50809
3473	15313	50805
3474	15317	50799
3475	15322	50797
3476	15326	50792
3477	15330	50786
3478	15334	50780
3479	15341	50784
3480	15345	50778
3481	15348	50772
3482	15353	50767
3483	15358	50764
3484	15361	50758
3485	15365	50752
3486	15370	50747
3487	15377	50751
3488	15380	50744
3489	15384	50738
3490	15389	50735
3491	15393	50731
3492	15397	50725
3493	15401	50718
3494	15407	50719
3495	15411	50713
3496	15415	50707
3497	15420	50704
3498	15425	50703
3499	15430	50699
3500	15433	50692
3501	15439	50690
3502	15443	50687
3503	15447	50680
3504	15451	50674
3505	15457	50676
3506	15462	50671
3507	15465	50664
3508	15469	50659
3509	15473	50654
3510	15478	50648
3511	15481	50641
3512	15485	50636
3513	15490	50632
3514	15494	50626
3515	15498	50619
3516	15502	50617
3517	15507	50612
3518	15511	50606
3519	15514	50599
3520	15519	50596
3521	15524	50594
3522	15528	50588
3523	15532	50581
3524	15536	50577
3525	15542	50576
3526	15546	50569
3527	15549	50563
3528	15555	50562
3529	15559	50556
3530	15562	50549
3531	15566	50542
3532	15572	50543
3533	15576	50537
3534	15580	50531
3535	15584	50525
3536	15589	50524
3537	15593	50518
3538	15597	50512
3539	15602	50509
3540	15608	50511
3541	15612	50504
3542	15617	50501
3543	15622	50501
3544	15626	50495
3545	15630	50489
3546	15636	50488
3547	15640	50482
3548	15644	50476
3549	15648	50470
3550	15653	50469
3551	15657	50462
3552	15661	50456
3553	15665	50450
3554	15670	50449
3555	15674	50444
3556	15678	50438
3557	15684	50437
3558	15688	50434
3559	15692	50428
3560	15696	50422
3561	15700	50416
3562	15705	50413
3563	15709	50407
3564	15712	50400
3565	15718	50399
3566	15723	50396
3567	15727	50389
3568	15730	50382
3569	15738	50389
3570	15742	50383
3571	15746	50377
3572	15752	50380
3573	15757	50375
3574	15760	50368
3575	15766	50366
3576	15772	50367
3577	15775	50361
3578	15779	50354
3579	15785	50355
3580	15789	50350
3581	15793	50343
3582	15797	50338
3583	15805	50344
3584	15809	50337
3585	15812	50330
3586	15818	50332
3587	15823	50326
3588	15826	50320
3589	15831	50317
3590	15837	50316
3591	15840	50309
3592	15844	50303
3593	15849	50300
3594	15855	50300
3595	15858	50293
3596	15862	50286
3597	15868	50285
3598	15872	50280
3599	15875	50273
3600	15879	50267
3601	15884	50264
3602	15888	50258
3603	15892	50252
3604	15897	50249
3605	15903	50251
3606	15907	50244
3607	15911	50238
3608	15916	50237
3609	15920	50232
3610	15924	50226
3611	15929	50221
3612	15934	50221
3613	15938	50215
3614	15942	50209
3615	15948	50208
3616	15955	50212
3617	15958	50205
3618	15966	50210
3619	15971	50208
3620	15975	50201
3621	15980	50200
3622	15985	50198
3623	15989	50192
3624	15993	50186
3625	15999	50187
3626	16003	50182
3627	16007	50175
3628	16011	50169
3629	16016	50167
3630	16020	50162
3631	16024	50155
3632	16029	50152
3633	16034	50151
3634	16038	50145
3635	16042	50138
3636	16048	50140
3637	16054	50139
3638	16057	50132
3639	16062	50130
3640	16068	50128
3641	16071	50122
3642	16075	50116
3643	16081	50115
3644	16085	50110
3645	16089	50104
3646	16093	50098
3647	16098	50095
3648	16102	50089
3649	16106	50083
3650	16111	50080
3651	16116	50079
3652	16120	50073
3653	16124	50066
3654	16131	50071
3655	16136	50068
3656	16139	50061
3657	16143	50055
3658	16148	50051
3659	16152	50046
3660	16156	50040
3661	16161	50037
3662	16166	50034
3663	16170	50028
3664	16174	50023
3665	16181	50026
3666	16186	50024
3667	16190	50018
3668	16195	50016
3669	16200	50013
3670	16204	50008
3671	16208	50002
3672	16214	50001
3673	16217	49995
3674	16222	49990
3675	16227	49989
3676	16232	49985
3677	16236	49979
3678	16240	49974
3679	16246	49976
3680	16250	49971
3681	16255	49966
3682	16260	49964
3683	16265	49962
3684	16269	49957
3685	16273	49951
3686	16278	49948
3687	16283	49945
3688	16287	49940
3689	16293	49938
3690	16299	49940
3691	16303	49934
3692	16307	49928
3693	16310	49922
3694	16314	49915
3695	16318	49909
3696	16322	49903
3697	16326	49897
3698	16330	49892
3699	16334	49886
3700	16338	49879
3701	16342	49873
3702	16345	49867
3703	16349	49861
3704	16353	49855
3705	16357	49849
3706	16361	49843
3707	16365	49836
3708	16368	49829
3709	16372	49824
3710	16376	49818
3711	16380	49812
3712	16384	49806
3713	16388	49799
3714	16392	49794
3715	16395	49787
3716	16399	49781
3717	16403	49774
3718	16407	49768
3719	16410	49762
3720	16414	49755
3721	16419	49751
3722	16423	49746
3723	16427	49740
3724	16431	49734
3725	16435	49728
3726	16439	49722
3727	16442	49716
3728	16446	49709
3729	16450	49703
3730	16454	49697
3731	16458	49691
3732	16461	49685
3733	16465	49679
3734	16469	49673
3735	16473	49667
3736	16477	49661
3737	16481	49655
3738	16484	49648
3739	16488	49643
3740	16492	49637
3741	16496	49631
3742	16500	49624
3743	16504	49618
3744	16508	49612
3745	16511	49606
3746	16515	49599
3747	16519	49593
3748	16523	49587
3749	16527	49581
3750	16530	49574
3751	16534	49568
3752	16538	49562
3753	16542	49556
3754	16547	49553
3755	16551	49548
3756	16555	49543
3757	16559	49537
3758	16563	49531
3759	16567	49526
3760	16571	49521
3761	16575	49515
3762	16579	49508
3763	16583	49502
3764	16587	49499
3765	16591	49492
3766	16595	49486
3767	16599	49480
3768	16603	49474
3769	16607	49470
3770	16611	49465
3771	16615	49459
3772	16619	49453
3773	16624	49450
3774	16628	49444
3775	16632	49439
3776	16636	49434
3777	16641	49430
3778	16645	49424
3779	16649	49420
3780	16654	49417
3781	16659	49415
3782	16664	49410
3783	16667	49404
3784	16673	49404
3785	16678	49400
3786	16682	49395
3787	16686	49391
3788	16692	49389
3789	16696	49384
3790	16700	49378
3791	16705	49376
3792	16710	49373
3793	16714	49367
3794	16719	49364
3795	16723	49358
3796	16728	49356
3797	16731	49350
3798	16737	49347
3799	16741	49342
3800	16745	49337
3801	16749	49331
3802	16753	49325
3803	16757	49320
3804	16761	49314
3805	16765	49309
3806	16772	49311
3807	16775	49305
3808	16779	49299
3809	16783	49294
3810	16788	49291
3811	16792	49285
3812	16796	49279
3813	16801	49277
3814	16806	49275
3815	16810	49269
3816	16814	49263
3817	16821	49264
3818	16825	49259
3819	16828	49253
3820	16834	49251
3821	16839	49250
3822	16843	49244
3823	16847	49238
3824	16852	49235
3825	16856	49231
3826	16860	49225
3827	16864	49219
3828	16871	49221
3829	16875	49217
3830	16879	49211
3831	16885	49210
3832	16890	49207
3833	16893	49201
3834	16897	49194
3835	16904	49196
3836	16907	49190
3837	16911	49184
3838	16915	49179
3839	16920	49175
3840	16924	49169
3841	16928	49163
3842	16935	49166
3843	16939	49160
3844	16942	49154
3845	16946	49148
3846	16952	49148
3847	16956	49142
3848	16960	49136
3849	16964	49131
3850	16970	49132
3851	16975	49127
3852	16979	49122
3853	16985	49122
3854	16989	49117
3855	16993	49111
3856	16997	49106
3857	17002	49104
3858	17006	49098
3859	17010	49092
3860	17015	49089
3861	17020	49086
3862	17023	49080
3863	17027	49073
3864	17032	49069
3865	17037	49068
3866	17041	49062
3867	17045	49055
3868	17051	49055
3869	17055	49051
3870	17059	49044
3871	17064	49042
3872	17068	49037
3873	17072	49031
3874	17076	49024
3875	17080	49020
3876	17084	49014
3877	17088	49008
3878	17092	49002
3879	17097	49001
3880	17102	48997
3881	17105	48991
3882	17109	48984
3883	17114	48982
3884	17119	48978
3885	17123	48972
3886	17126	48966
3887	17134	48971
3888	17138	48964
3889	17141	48958
3890	17146	48955
3891	17152	48953
3892	17156	48947
3893	17159	48941
3894	17165	48939
3895	17169	48934
3896	17173	48928
3897	17177	48922
3898	17183	48923
3899	17187	48918
3900	17191	48912
3901	17196	48909
3902	17201	48907
3903	17205	48901
3904	17209	48895
3905	17213	48891
3906	17219	48889
3907	17223	48883
3908	17227	48880
3909	17233	48879
3910	17237	48873
3911	17241	48867
3912	17245	48863
3913	17250	48859
3914	17254	48853
3915	17258	48847
3916	17262	48843
3917	17267	48841
3918	17271	48835
3919	17275	48829
3920	17280	48826
3921	17284	48820
3922	17287	48814
3923	17291	48807
3924	17297	48807
3925	17304	48809
3926	17308	48803
3927	17313	48801
3928	17317	48795
3929	17320	48789
3930	17324	48782
3931	17330	48783
3932	17334	48777
3933	17338	48771
3934	17342	48765
3935	17347	48762
3936	17351	48756
3937	17354	48750
3938	17358	48743
3939	17363	48741
3940	17367	48736
3941	17371	48730
3942	17376	48728
3943	17380	48722
3944	17384	48717
3945	17388	48711
3946	17394	48709
3947	17399	48708
3948	17403	48701
3949	17406	48695
3950	17412	48693
3951	17416	48687
3952	17420	48682
3953	17424	48677
3954	17430	48676
3955	17434	48671
3956	17438	48665
3957	17443	48663
3958	17447	48658
3959	17451	48653
3960	17455	48647
3961	17461	48646
3962	17465	48641
3963	17469	48635
3964	17473	48629
3965	17479	48631
3966	17483	48625
3967	17487	48619
3968	17492	48617
3969	17497	48614
3970	17501	48608
3971	17505	48602
3972	17510	48600
3973	17514	48595
3974	17518	48588
3975	17522	48582
3976	17528	48582
3977	17532	48576
3978	17535	48570
3979	17541	48568
3980	17546	48567
3981	17550	48561
3982	17554	48555
3983	17559	48553
3984	17563	48548
3985	17567	48542
3986	17571	48535
3987	17576	48534
3988	17580	48528
3989	17584	48522
3990	17587	48515
3991	17594	48516
3992	17598	48510
3993	17601	48504
3994	17607	48501
3995	17612	48499
3996	17615	48493
3997	17619	48486
3998	17624	48483
3999	17629	48480
4000	17632	48473
4001	17636	48467
4002	17641	48465
4003	17645	48460
4004	17649	48453
4005	17653	48448
4006	17659	48447
4007	17663	48442
4008	17667	48436
4009	17671	48431
4010	17676	48428
4011	17680	48423
4012	17684	48417
4013	17688	48412
4014	17693	48409
4015	17697	48403
4016	17701	48397
4017	17706	48394
4018	17710	48390
4019	17714	48384
4020	17718	48379
4021	17724	48379
4022	17728	48374
4023	17732	48368
4024	17736	48362
4025	17741	48360
4026	17745	48355
4027	17749	48349
4028	17753	48343
4029	17758	48340
4030	17762	48335
4031	17766	48329
4032	17771	48325
4033	17776	48323
4034	17780	48318
4035	17784	48312
4036	17788	48308
4037	17793	48304
4038	17797	48298
4039	17801	48292
4040	17807	48294
4041	17812	48289
4042	17816	48284
4043	17820	48280
4044	17825	48277
4045	17829	48271
4046	17833	48265
4047	17839	48264
4048	17843	48258
4049	17846	48252
4050	17850	48246
4051	17856	48246
4052	17860	48241
4053	17864	48234
4054	17868	48230
4055	17873	48225
4056	17877	48220
4057	17880	48213
4058	17884	48208
4059	17890	48206
4060	17894	48201
4061	17897	48194
4062	17902	48191
4063	17908	48189
4064	17911	48183
4065	17915	48177
4066	17919	48171
4067	17924	48167
4068	17927	48161
4069	17931	48155
4070	17936	48153
4071	17941	48149
4072	17945	48142
4073	17948	48136
4074	17954	48135
4075	17958	48130
4076	17962	48124
4077	17965	48117
4078	17971	48116
4079	17975	48110
4080	17979	48104
4081	17983	48099
4082	17987	48095
4083	17992	48090
4084	17996	48084
4085	18000	48080
4086	18005	48077
4087	18009	48072
4088	18013	48066
4089	18017	48060
4090	18022	48057
4091	18026	48053
4092	18030	48047
4093	18036	48046
4094	18041	48044
4095	18045	48038
4096	18049	48034
4097	18055	48033
4098	18059	48027
4099	18063	48021
4100	18068	48019
4101	18073	48016
4102	18077	48010
4103	18080	48004
4104	18087	48005
4105	18091	48000
4106	18095	47994
4107	18100	47991
4108	18104	47987
4109	18109	47982
4110	18112	47976
4111	18116	47971
4112	18122	47969
4113	18126	47963
4114	18130	47957
4115	18135	47956
4116	18139	47951
4117	18143	47945
4118	18147	47940
4119	18153	47940
4120	18157	47934
4121	18161	47928
4122	18168	47931
4123	18172	47925
4124	18176	47919
4125	18180	47915
4126	18185	47911
4127	18189	47906
4128	18193	47899
4129	18196	47893
4130	18202	47891
4131	18205	47885
4132	18209	47878
4133	18213	47872
4134	18218	47870
4135	18222	47865
4136	18226	47858
4137	18229	47852
4138	18234	47849
4139	18238	47843
4140	18242	47837
4141	18246	47831
4142	18251	47828
4143	18255	47822
4144	18258	47816
4145	18262	47810
4146	18267	47807
4147	18271	47801
4148	18275	47796
4149	18279	47791
4150	18283	47785
4151	18287	47779
4152	18290	47773
4153	18294	47767
4154	18298	47761
4155	18302	47755
4156	18306	47749
4157	18309	47743
4158	18313	47737
4159	18317	47730
4160	18321	47725
4161	18325	47719
4162	18329	47714
4163	18333	47708
4164	18337	47702
4165	18340	47696
4166	18345	47691
4167	18349	47686
4168	18352	47680
4169	18356	47674
4170	18360	47668
4171	18364	47663
4172	18368	47657
4173	18372	47652
4174	18376	47646
4175	18379	47639
4176	18383	47633
4177	18387	47627
4178	18390	47621
4179	18394	47614
4180	18398	47608
4181	18401	47602
4182	18405	47595
4183	18409	47589
4184	18413	47584
4185	18416	47577
4186	18420	47571
4187	18424	47565
4188	18427	47559
4189	18431	47553
4190	18435	47546
4191	18439	47540
4192	18442	47533
4193	18446	47528
4194	18450	47522
4195	18454	47516
4196	18457	47509
4197	18461	47504
4198	18465	47498
4199	18469	47491
4200	18472	47485
4201	18476	47479
4202	18480	47473
4203	18483	47466
4204	18487	47460
4205	18491	47454
4206	18494	47448
4207	18498	47442
4208	18502	47435
4209	18505	47429
4210	18509	47423
4211	18513	47417
4212	18517	47411
4213	18520	47405
4214	18524	47399
4215	18528	47394
4216	18533	47389
4217	18536	47383
4218	18540	47378
4219	18544	47372
4220	18548	47366
4221	18552	47360
4222	18556	47355
4223	18560	47350
4224	18564	47344
4225	18567	47338
4226	18571	47332
4227	18577	47330
4228	18582	47327
4229	18586	47322
4230	18589	47316
4231	18594	47313
4232	18599	47309
4233	18604	47305
4234	18608	47300
4235	18612	47295
4236	18616	47290
4237	18620	47285
4238	18624	47280
4239	18629	47277
4240	18633	47271
4241	18637	47265
4242	18641	47261
4243	18646	47258
4244	18650	47252
4245	18654	47247
4246	18659	47243
4247	18663	47238
4248	18667	47232
4249	18671	47227
4250	18676	47225
4251	18680	47219
4252	18684	47214
4253	18688	47209
4254	18694	47207
4255	18698	47202
4256	18702	47196
4257	18706	47191
4258	18710	47188
4259	18715	47183
4260	18719	47178
4261	18725	47177
4262	18730	47174
4263	18734	47169
4264	18738	47164
4265	18743	47162
4266	18748	47159
4267	18752	47153
4268	18758	47152
4269	18763	47149
4270	18767	47144
4271	18771	47138
4272	18777	47139
4273	18781	47133
4274	18785	47127
4275	18789	47123
4276	18794	47120
4277	18798	47115
4278	18802	47109
4279	18807	47105
4280	18811	47101
4281	18815	47096
4282	18819	47090
4283	18824	47086
4284	18828	47082
4285	18832	47077
4286	18836	47071
4287	18843	47072
4288	18847	47067
4289	18850	47061
4290	18855	47058
4291	18861	47056
4292	18865	47051
4293	18868	47044
4294	18875	47045
4295	18879	47039
4296	18883	47034
4297	18886	47028
4298	18891	47025
4299	18895	47019
4300	18899	47013
4301	18903	47009
4302	18908	47005
4303	18912	47000
4304	18916	46995
4305	18921	46991
4306	18926	46987
4307	18930	46982
4308	18933	46976
4309	18938	46973
4310	18942	46968
4311	18946	46962
4312	18950	46957
4313	18956	46956
4314	18960	46950
4315	18964	46944
4316	18968	46939
4317	18975	46941
4318	18979	46937
4319	18983	46931
4320	18990	46932
4321	18994	46927
4322	18997	46921
4323	19001	46915
4324	19007	46913
4325	19010	46907
4326	19015	46902
4327	19018	46896
4328	19024	46896
4329	19028	46890
4330	19032	46884
4331	19037	46880
4332	19041	46877
4333	19045	46872
4334	19049	46866
4335	19055	46866
4336	19059	46860
4337	19063	46854
4338	19068	46850
4339	19073	46848
4340	19077	46842
4341	19081	46837
4342	19087	46836
4343	19091	46831
4344	19095	46825
4345	19098	46819
4346	19104	46818
4347	19108	46813
4348	19112	46808
4349	19116	46803
4350	19122	46801
4351	19126	46795
4352	19129	46789
4353	19133	46784
4354	19138	46781
4355	19142	46776
4356	19146	46770
4357	19151	46766
4358	19156	46763
4359	19160	46758
4360	19164	46752
4361	19169	46750
4362	19173	46745
4363	19177	46740
4364	19181	46734
4365	19188	46735
4366	19192	46730
4367	19196	46724
4368	19201	46722
4369	19206	46718
4370	19210	46713
4371	19213	46707
4372	19219	46705
4373	19223	46700
4374	19227	46694
4375	19230	46688
4376	19236	46686
4377	19240	46681
4378	19244	46675
4379	19247	46669
4380	19255	46673
4381	19261	46672
4382	19266	46668
4383	19271	46666
4384	19275	46660
4385	19279	46654
4386	19284	46652
4387	19288	46648
4388	19292	46642
4389	19296	46636
4390	19302	46635
4391	19306	46630
4392	19309	46624
4393	19313	46618
4394	19319	46616
4395	19322	46610
4396	19326	46604
4397	19330	46599
4398	19335	46595
4399	19339	46590
4400	19343	46584
4401	19347	46579
4402	19352	46577
4403	19356	46571
4404	19360	46566
4405	19365	46563
4406	19370	46560
4407	19374	46554
4408	19378	46548
4409	19384	46548
4410	19388	46543
4411	19392	46537
4412	19395	46531
4413	19401	46529
4414	19405	46524
4415	19409	46518
4416	19412	46512
4417	19417	46509
4418	19421	46504
4419	19425	46498
4420	19430	46494
4421	19435	46493
4422	19439	46487
4423	19443	46481
4424	19447	46476
4425	19453	46474
4426	19456	46468
4427	19460	46463
4428	19466	46461
4429	19470	46455
4430	19473	46449
4431	19477	46444
4432	19484	46445
4433	19488	46439
4434	19492	46433
4435	19497	46431
4436	19502	46427
4437	19506	46422
4438	19509	46416
4439	19516	46418
4440	19520	46412
4441	19524	46407
4442	19528	46402
4443	19533	46399
4444	19537	46393
4445	19541	46388
4446	19546	46385
4447	19551	46382
4448	19555	46376
4449	19559	46371
4450	19563	46365
4451	19567	46360
4452	19571	46354
4453	19574	46348
4454	19581	46349
4455	19585	46344
4456	19589	46339
4457	19593	46333
4458	19598	46331
4459	19602	46325
4460	19607	46321
4461	19612	46318
4462	19619	46320
4463	19624	46317
4464	19629	46314
4465	19635	46315
4466	19640	46312
4467	19645	46309
4468	19653	46311
4469	19658	46308
4470	19663	46305
4471	19670	46308
4472	19675	46305
4473	19680	46303
4474	19687	46304
4475	19692	46301
4476	19698	46299
4477	19704	46298
4478	19708	46293
4479	19711	46287
4480	19717	46287
4481	19721	46280
4482	19724	46273
4483	19728	46266
4484	19733	46265
4485	19736	46258
4486	19740	46251
4487	19743	46244
4488	19748	46240
4489	19752	46234
4490	19755	46227
4491	19758	46221
4492	19762	46214
4493	19767	46211
4494	19770	46204
4495	19774	46198
4496	19777	46191
4497	19782	46188
4498	19786	46182
4499	19789	46176
4500	19793	46169
4501	19798	46166
4502	19802	46160
4503	19805	46154
4504	19809	46147
4505	19814	46145
4506	19818	46140
4507	19821	46133
4508	19825	46127
4509	19829	46123
4510	19834	46118
4511	19838	46112
4512	19841	46106
4513	19845	46101
4514	19850	46097
4515	19853	46091
4516	19857	46085
4517	19861	46078
4518	19866	46076
4519	19870	46070
4520	19873	46064
4521	19877	46058
4522	19883	46058
4523	19887	46052
4524	19891	46046
4525	19895	46042
4526	19900	46039
4527	19904	46034
4528	19908	46028
4529	19913	46026
4530	19918	46021
4531	19921	46014
4532	19925	46009
4533	19932	46010
4534	19936	46004
4535	19939	45998
4536	19943	45992
4537	19949	45991
4538	19952	45985
4539	19956	45979
4540	19960	45973
4541	19965	45971
4542	19969	45965
4543	19973	45959
4544	19977	45954
4545	19982	45951
4546	19986	45945
4547	19989	45939
4548	19993	45933
4549	19999	45932
4550	20003	45926
4551	20007	45921
4552	20011	45918
4553	20016	45913
4554	20020	45907
4555	20023	45902
4556	20029	45900
4557	20033	45895
4558	20037	45889
4559	20041	45884
4560	20046	45881
4561	20050	45876
4562	20054	45870
4563	20061	45872
4564	20065	45866
4565	20069	45860
4566	20072	45854
4567	20079	45856
4568	20083	45850
4569	20087	45844
4570	20092	45841
4571	20096	45838
4572	20100	45832
4573	20104	45826
4574	20108	45821
4575	20114	45819
4576	20117	45813
4577	20121	45808
4578	20128	45808
4579	20132	45803
4580	20136	45797
4581	20140	45792
4582	20145	45790
4583	20149	45784
4584	20153	45779
4585	20157	45773
4586	20162	45772
4587	20166	45766
4588	20170	45760
4589	20175	45758
4590	20180	45754
4591	20184	45748
4592	20188	45743
4593	20194	45743
4594	20198	45737
4595	20202	45732
4596	20206	45726
4597	20210	45721
4598	20214	45715
4599	20217	45709
4600	20221	45704
4601	20225	45699
4602	20229	45693
4603	20233	45688
4604	20237	45682
4605	20241	45677
4606	20245	45671
4607	20248	45665
4608	20252	45660
4609	20256	45654
4610	20260	45649
4611	20264	45643
4612	20268	45637
4613	20272	45632
4614	20276	45626
4615	20280	45621
4616	20283	45615
4617	20287	45609
4618	20298	45620
4619	20307	45626
4620	20311	45620
4621	20315	45614
4622	20318	45608
4623	20322	45603
4624	20326	45597
4625	20330	45592
4626	20334	45586
4627	20338	45580
4628	20342	45575
4629	20345	45569
4630	20349	45563
4631	20353	45557
4632	20356	45551
4633	20360	45545
4634	20364	45540
4635	20368	45534
4636	20372	45530
4637	20376	45524
4638	20380	45518
4639	20384	45512
4640	20388	45508
4641	20392	45502
4642	20395	45496
4643	20399	45490
4644	20403	45484
4645	20407	45479
4646	20410	45473
4647	20414	45468
4648	20418	45462
4649	20422	45456
4650	20426	45451
4651	20430	45445
4652	20434	45439
4653	20437	45433
4654	20441	45428
4655	20446	45424
4656	20450	45418
4657	20453	45413
4658	20457	45407
4659	20461	45402
4660	20465	45397
4661	20469	45391
4662	20473	45386
4663	20477	45380
4664	20481	45374
4665	20484	45368
4666	20493	45373
4667	20497	45368
4668	20501	45363
4669	20506	45359
4670	20510	45355
4671	20514	45349
4672	20518	45343
4673	20523	45341
4674	20527	45336
4675	20531	45330
4676	20535	45324
4677	20541	45323
4678	20545	45318
4679	20548	45313
4680	20554	45310
4681	20561	45312
4682	20565	45306
4683	20569	45301
4684	20573	45297
4685	20577	45291
4686	20581	45286
4687	20586	45284
4688	20595	45288
4689	20600	45284
4690	20604	45280
4691	20608	45275
4692	20612	45270
4693	20616	45264
4694	20622	45263
4695	20626	45258
4696	20629	45252
4697	20633	45246
4698	20639	45246
4699	20644	45241
4700	20648	45236
4701	20654	45235
4702	20658	45231
4703	20662	45226
4704	20667	45222
4705	20671	45218
4706	20676	45213
4707	20679	45207
4708	20685	45206
4709	20690	45203
4710	20694	45197
4711	20698	45191
4712	20704	45190
4713	20707	45184
4714	20711	45179
4715	20715	45173
4716	20721	45172
4717	20725	45166
4718	20729	45161
4719	20733	45156
4720	20737	45152
4721	20742	45147
4722	20745	45142
4723	20749	45136
4724	20754	45132
4725	20758	45127
4726	20762	45122
4727	20769	45122
